"title","rental_rate","overall_average","standard_deviation","standard_score"
"Panther Reds","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Papi Necklace","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Paradise Sabrina","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Paris Weekend","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Park Citizen","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Party Knock","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Past Suicides","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Paths Control","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Patient Sister","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Patriot Roman","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Patton Interview","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Paycheck Wait","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Peach Innocent","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Peak Forever","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Pearl Destiny","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Pelican Comforts","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Perdition Fargo","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Perfect Groove","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Personal Ladybugs","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Pet Haunting","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Phantom Glory","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Philadelphia Wife","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Pianist Outfield","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Pickup Driving","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Pilot Hoosiers","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Pinocchio Simon","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Pirates Roxanne","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Pittsburgh Hunchback","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Pity Bound","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Pizza Jumanji","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Platoon Instinct","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Pluto Oleander","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Pocus Pulp","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Polish Brooklyn","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Pollock Deliverance","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Pond Seattle","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Poseidon Forever","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Potluck Mixed","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Potter Connecticut","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Prejudice Oleander","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"President Bang","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Pride Alamo","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Primary Glass","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Princess Giant","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Private Drop","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Prix Undefeated","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Psycho Shrunk","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Pulp Beverly","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Punk Divorce","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Pure Runner","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Purple Movie","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Queen Luke","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Quest Mussolini","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Quills Bull","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Racer Egg","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Rage Games","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Raging Airplane","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Raiders Antitrust","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Rainbow Shock","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Random Go","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Range Moonwalker","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Reap Unfaithful","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Rear Trading","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Rebel Airport","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Records Zorro","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Redemption Comforts","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Reds Pocus","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Reef Salute","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Reign Gentlemen","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Remember Diary","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Requiem Tycoon","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Reservoir Adaptation","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Resurrection Silverado","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Reunion Witches","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Rider Caddyshack","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Ridgemont Submarine","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Right Cranes","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Rings Heartbreakers","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"River Outlaw","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Road Roxanne","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Robbers Joon","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Robbery Bright","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Rock Instinct","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Rocketeer Mother","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Rocky War","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Rollercoaster Bringing","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Roman Punk","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Roof Champion","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Room Roman","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Roots Remember","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Roses Treasure","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Rouge Squad","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Roxanne Rebel","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Rugrats Shakespeare","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Rules Human","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Run Pacific","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Runaway Tenenbaums","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Runner Madigan","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Rushmore Mermaid","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Sabrina Midnight","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Saddle Antitrust","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Sagebrush Clueless","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Saints Bride","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Salute Apollo","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Samurai Lion","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Santa Paris","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Sassy Packer","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Satisfaction Confidential","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Saturday Lambs","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Saturn Name","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Savannah Town","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Scalawag Duck","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Scarface Bang","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"School Jacket","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Scissorhands Slums","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Ship Wonderland","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Scorpion Apollo","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Sea Virgin","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Seabiscuit Punk","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Searchers Wait","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Seattle Expecations","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Secret Groundhog","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Secretary Rouge","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Secrets Paradise","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Sense Greek","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Sensibility Rear","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Seven Swarm","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Shakespeare Saddle","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Shane Darkness","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Shanghai Tycoon","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Shawshank Bubble","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Shepherd Midsummer","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Shining Roses","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Shock Cabin","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Shootist Superfly","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Show Lord","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Shrek License","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Shrunk Divine","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Side Ark","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Siege Madre","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Sierra Divide","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Silence Kane","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Silverado Goldfinger","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Simon North","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Sinners Atlantis","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Sister Freddy","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Sky Miracle","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Slacker Liaisons","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Sleeping Suspects","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Sleepless Monsoon","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Sleepy Japanese","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Sleuth Orient","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Sling Luke","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Slipper Fidelity","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Slums Duck","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Smile Earring","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Smoking Barbarella","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Smoochy Control","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Snatch Slipper","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Snatchers Montezuma","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Snowman Rollercoaster","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Soldiers Evolution","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Something Duck","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Song Hedwig","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Sons Interview","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Sorority Queen","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Soup Wisdom","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"South Wait","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Spartacus Cheaper","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Speakeasy Date","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Speed Suit","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Spice Sorority","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Spiking Element","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Spinal Rocky","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Spirit Flintstones","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Spirited Casualties","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Splash Gump","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Splendor Patton","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Spoilers Hellfighters","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Spy Mile","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Squad Fish","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Stage World","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Stagecoach Armageddon","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Stallion Sundance","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Stampede Disturbing","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Star Operation","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"State Wasteland","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Steel Santa","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Steers Armageddon","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Stepmom Dream","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Sting Personal","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Stock Glass","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Stone Fire","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Storm Happiness","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Story Side","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Straight Hours","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Strangelove Desire","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Stranger Strangers","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Tights Dawn","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Strangers Graffiti","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Streak Ridgemont","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Streetcar Intentions","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Strictly Scarface","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Submarine Bed","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Sugar Wonka","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Suicides Silence","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Suit Walls","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Summer Scarface","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Sun Confessions","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Sundance Invasion","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Sunrise League","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Sunset Racer","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Super Wyoming","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Superfly Trip","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Suspects Quills","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Swarm Gold","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Sweden Shining","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Timberland Sky","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Sweet Brotherhood","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Sweethearts Suspects","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Tadpole Park","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Talented Homicide","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Tarzan Videotape","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Taxi Kick","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Teen Apollo","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Telegraph Voyage","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Telemark Heartbreakers","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Temple Attraction","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Tenenbaums Command","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Tequila Past","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Terminator Club","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Texas Watch","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Theory Mermaid","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Thief Pelican","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Thin Sagebrush","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Ties Hunger","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Titanic Boondock","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Titans Jerk","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Tomatoes Hellfighters","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Tomorrow Hustler","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Tootsie Pilot","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Torque Bound","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Tourist Pelican","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Towers Hurricane","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Town Ark","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Tracy Cider","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Trading Pinocchio","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Traffic Hobbit","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Train Bunch","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Trainspotting Strangers","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Tramp Others","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Translation Summer","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Trap Guys","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Treasure Command","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Treatment Jekyll","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Trip Newton","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Trojan Tomorrow","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Troopers Metal","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Trouble Date","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Truman Crazy","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Turn Star","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Tuxedo Mile","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Twisted Pirates","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Tycoon Gathering","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Unbreakable Karate","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Uncut Suicides","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Undefeated Dalmations","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Unfaithful Kill","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Unforgiven Zoolander","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"United Pilot","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Untouchables Sunrise","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Uprising Uptown","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Uptown Young","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Usual Untouchables","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Vacation Boondock","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Valentine Vanishing","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Valley Packer","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Vampire Whale","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Vanilla Day","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Vanished Garden","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Vanishing Rocky","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Varsity Trip","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Velvet Terminator","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Vertigo Northwest","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Victory Academy","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Videotape Arsenic","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Vietnam Smoochy","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Villain Desperate","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Virgin Daisy","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Virginian Pluto","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Virtual Spoilers","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Vision Torque","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Voice Peach","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Volcano Texas","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Volume House","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Voyage Legally","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Wagon Jaws","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Wait Cider","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Wake Jaws","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Walls Artist","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Wanda Chamber","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"War Notting","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Wardrobe Phantom","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Warlock Werewolf","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Wars Pluto","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Wash Heavenly","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Wasteland Divine","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Watch Tracy","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Waterfront Deliverance","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Watership Frontier","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Wedding Apollo","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Weekend Personal","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Werewolf Lola","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"West Lion","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Westward Seabiscuit","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Whale Bikini","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Whisperer Giant","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Wife Turn","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Wild Apollo","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Willow Tracy","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Wind Phantom","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Window Side","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Wisdom Worker","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Witches Panic","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Wizard Coldblooded","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Wolves Desire","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Women Dorado","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Won Dares","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Wonderful Drop","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
